OrderID,CustomerID,City,OrderDate,Category,Quantity,UnitPrice
ORD-23322,CUST-878,Delhi,2023-07-22,Books,4.0,147.74
ORD-45429,CUST-201,Delhi,Data Not Found,Electronics,3.0,89.78
ORD-82025,CUST-402,Chennai,2023-02-27,Home & Kitchen,-2.0,237.76
ORD-38842,CUST-480,Bangalore,2023-02-26,Electronics,5.0,411.48
ORD-83150,CUST-251,Delhi,2023-12-24,Electronics,1.0,201.59
ORD-94308,CUST-163,Pune,2023-04-05,Books,5.0,139.87
ORD-6298,CUST-169,Chennai,2023-08-11,Electronics,0.0,330.33
ORD-69894,CUST-805,Chennai,2023-01-24,Electronics,2.0,206.78
ORD-79548,CUST-222,Bangalore,2023-08-25,Sports,2.0,223.72
ORD-82262,CUST-827,Pune,2023-05-19,Clothing,2.0,247.7
ORD-16942,CUST-354,Bangalore,2023-01-29,Sports,6.0,404.7
ORD-70708,CUST-785,Chennai,2023-09-14,Sports,4.0,10.49
ORD-53862,CUST-742,Mumbai,2023-08-10,Electronics,-1.0,
ORD-40120,CUST-892,Bangalore,2023-07-28,Sports,7.0,220.93
ORD-96442,CUST-258,Chennai,2023-12-26,Books,3.0,281.25
ORD-6531,CUST-776,Chennai,2023-02-18,Clothing,9.0,455.4
ORD-93560,CUST-567,Pune,2023-10-03,Home & Kitchen,2.0,37.67
ORD-14352,CUST-441,Mumbai,2023-02-01,Clothing,2.0,394.25
ORD-53099,CUST-621,Delhi,2023-03-30,Clothing,8.0,440.53
ORD-65003,CUST-180,Pune,2023-11-14,Home & Kitchen,7.0,97.8
ORD-62566,CUST-614,Delhi,2023-06-19,Clothing,10.0,469.49
ORD-20274,CUST-267,Delhi,2023-06-03,Home & Kitchen,-1.0,413.09
ORD-14124,CUST-794,Chennai,2023-03-23,Electronics,-2.0,396.35
ORD-3425,CUST-931,Chennai,2023-02-26,Sports,5.0,193.19
ORD-13714,CUST-318,Mumbai,2023-08-31,Electronics,0.0,81.53
ORD-50976,CUST-273,Chennai,2023-12-10,Clothing,6.0,232.06
ORD-23316,CUST-492,Delhi,2023-09-27,Clothing,5.0,151.72
ORD-97638,CUST-276,Chennai,2023-08-08,Sports,4.0,343.38
ORD-73224,CUST-578,Pune,2023-07-20,Books,10.0,417.92
ORD-23714,CUST-798,Mumbai,2023-04-01,Home & Kitchen,,162.94
ORD-2555,CUST-322,Delhi,2023-12-04,Clothing,2.0,52.82
ORD-37587,CUST-116,Delhi,2023-07-01,Sports,0.0,462.4
ORD-9108,CUST-550,Pune,2023-05-24,Clothing,6.0,82.45
ORD-71024,CUST-161,Chennai,2023-02-07,Clothing,7.0,318.33
ORD-4651,CUST-665,Pune,2023-12-09,Home & Kitchen,3.0,24.4
ORD-86687,CUST-987,Pune,2023-10-01,Electronics,4.0,130.13
ORD-62434,CUST-515,Chennai,Data Not Found,Home & Kitchen,3.0,450.35
ORD-12766,CUST-882,Chennai,2023-06-25,Electronics,8.0,349.37
ORD-58531,CUST-535,Pune,2023-01-01,Electronics,10.0,402.85
ORD-93669,CUST-808,Mumbai,2023-11-11,Home & Kitchen,-2.0,440.18
ORD-50467,CUST-807,Pune,2023-01-29,Sports,5.0,126.59
ORD-9901,CUST-266,Delhi,2023-09-29,Home & Kitchen,,134.88
ORD-21756,CUST-126,Pune,2023-08-11,Home & Kitchen,1.0,293.73
ORD-31805,CUST-753,Chennai,2023-08-10,Clothing,-2.0,201.57
ORD-16439,CUST-924,Pune,2023-04-13,Home & Kitchen,-2.0,474.47
ORD-23144,CUST-447,Pune,2023-08-20,Clothing,1.0,
ORD-97344,CUST-880,Mumbai,09/19/2023,Books,7.0,129.12
ORD-93868,CUST-887,Bangalore,2023-10-07,Electronics,7.0,351.74
ORD-11933,CUST-396,Pune,2023-02-04,Sports,7.0,384.86
ORD-79730,CUST-399,Delhi,2023-11-11,Clothing,9.0,137.83
ORD-68729,CUST-612,Bangalore,2023-04-22,Books,8.0,314.81
ORD-76450,CUST-446,Pune,2023-12-29,Home & Kitchen,6.0,163.34
ORD-96901,CUST-328,Bangalore,2023-10-06,Home & Kitchen,9.0,
ORD-94591,CUST-229,Chennai,2023-02-17,Clothing,8.0,433.01
ORD-83075,CUST-278,Mumbai,2023-01-30,Sports,2.0,298.92
ORD-52005,CUST-241,Delhi,2023-03-30,Electronics,-2.0,75.0
ORD-88204,CUST-934,Mumbai,2023-06-28,Clothing,8.0,155.95
ORD-8815,CUST-802,Bangalore,2023-11-26,Home & Kitchen,4.0,155.05
ORD-3531,CUST-618,Chennai,2023-07-18,Electronics,4.0,408.67
ORD-24113,CUST-538,Mumbai,2023-03-17,Books,2.0,376.16
ORD-42490,CUST-657,Delhi,2023-09-16,Electronics,-1.0,482.52
ORD-73384,CUST-453,Delhi,2023-10-12,Electronics,-1.0,96.86
ORD-93707,CUST-182,Delhi,2023-07-20,Clothing,3.0,271.32
ORD-94812,CUST-233,Bangalore,2023-12-05,Books,2.0,436.64
ORD-5120,CUST-169,Delhi,2023-06-10,Clothing,10.0,236.09
ORD-49173,CUST-880,Pune,2023-06-11,Home & Kitchen,-1.0,425.99
ORD-65259,CUST-148,Pune,2023-06-21,Home & Kitchen,,323.65
ORD-48215,CUST-164,Mumbai,2023-02-15,Clothing,-1.0,39.12
ORD-38121,CUST-241,Pune,2023-08-14,Home & Kitchen,0.0,27.61
ORD-13608,CUST-586,Delhi,2023-09-27,Sports,2.0,24.82
ORD-57165,CUST-188,Bangalore,2023-06-24,Home & Kitchen,7.0,426.14
ORD-98129,CUST-446,Chennai,2023-02-16,Sports,0.0,67.14
ORD-79903,CUST-131,Chennai,2023-07-20,Sports,0.0,93.93
ORD-79173,CUST-150,Pune,2023-01-19,Electronics,1.0,161.76
ORD-31922,CUST-664,Bangalore,2023-08-04,Sports,4.0,211.83
ORD-1241,CUST-601,Mumbai,04/21/2023,Electronics,-2.0,
ORD-61370,CUST-833,Chennai,2023-06-27,Books,-1.0,211.98
ORD-22898,CUST-383,Pune,2023-06-25,Books,2.0,51.45
ORD-4260,CUST-707,Bangalore,2023-05-27,Electronics,-2.0,446.42
ORD-50415,CUST-707,Chennai,2023-11-03,Clothing,-1.0,499.89
ORD-69708,CUST-420,Bangalore,09/14/2023,Sports,5.0,46.78
ORD-15530,CUST-266,Chennai,2023-08-10,Books,0.0,427.2
ORD-87073,CUST-463,Mumbai,2023-07-13,Sports,-2.0,406.09
ORD-69234,CUST-333,Delhi,2023-10-10,Home & Kitchen,2.0,304.41
ORD-56341,CUST-954,Chennai,07/25/2023,Clothing,6.0,378.35
ORD-19104,CUST-314,Mumbai,Data Not Found,Clothing,4.0,89.07
ORD-51831,CUST-485,Delhi,2023-04-01,Electronics,9.0,386.95
ORD-9506,CUST-961,Chennai,2023-06-15,Books,-2.0,
ORD-88481,CUST-412,Mumbai,2023-05-25,Clothing,2.0,189.2
ORD-26256,CUST-652,Pune,2023-10-06,Electronics,5.0,417.9
ORD-93709,CUST-833,Delhi,2023-01-17,Books,7.0,349.64
ORD-49882,CUST-130,Bangalore,2023-10-04,Sports,3.0,441.8
ORD-88413,CUST-172,Delhi,Data Not Found,Books,-2.0,122.5
ORD-37262,CUST-299,Mumbai,2023-08-14,Sports,8.0,191.26
ORD-85753,CUST-861,Chennai,2023-12-26,Electronics,10.0,191.74
ORD-98743,CUST-596,Delhi,2023-12-25,Clothing,10.0,309.75
ORD-5784,CUST-460,Chennai,2023-01-19,Books,10.0,373.65
ORD-45968,CUST-895,Bangalore,07/19/2023,Electronics,9.0,283.95
ORD-39699,CUST-844,Pune,2023-02-09,Home & Kitchen,1.0,121.68
ORD-20730,CUST-436,Mumbai,2023-12-27,Sports,4.0,117.0
ORD-57378,CUST-250,Mumbai,2023-02-25,Home & Kitchen,4.0,89.38
ORD-46536,CUST-825,Pune,2023-01-11,Electronics,-1.0,143.26
ORD-84057,CUST-839,Bangalore,2023-10-14,Clothing,7.0,20.05
ORD-35459,CUST-418,Chennai,2023-06-18,Sports,-2.0,62.2
ORD-37173,CUST-934,Bangalore,2023-06-06,Electronics,8.0,390.6
ORD-26776,CUST-396,Delhi,2023-04-15,Sports,7.0,399.03
ORD-12511,CUST-694,Mumbai,Data Not Found,Electronics,7.0,229.52
ORD-71315,CUST-297,Bangalore,Data Not Found,Home & Kitchen,6.0,148.89
ORD-32567,CUST-779,Chennai,2023-05-16,Home & Kitchen,-2.0,138.66
ORD-39820,CUST-750,Chennai,2023-10-13,Electronics,5.0,383.49
ORD-13502,CUST-310,Bangalore,2023-03-21,Sports,5.0,424.27
ORD-62491,CUST-692,Pune,2023-01-27,Home & Kitchen,8.0,205.03
ORD-66409,CUST-943,Delhi,2023-09-05,Electronics,-2.0,392.81
ORD-23477,CUST-964,Delhi,2023-03-31,Books,,457.27
ORD-87964,CUST-723,Pune,2023-06-14,Electronics,9.0,418.35
ORD-38323,CUST-929,Pune,2023-10-19,Sports,1.0,228.87
ORD-62582,CUST-874,Delhi,2023-04-21,Clothing,4.0,54.48
ORD-96937,CUST-906,Chennai,2023-07-23,Books,10.0,391.38
ORD-78897,CUST-269,Delhi,2023-10-21,Books,8.0,120.09
ORD-76478,CUST-348,Pune,2023-05-02,Clothing,1.0,241.68
ORD-90219,CUST-655,Delhi,2023-04-03,Electronics,6.0,184.35
ORD-73566,CUST-269,Chennai,2023-06-06,Electronics,2.0,
ORD-30840,CUST-443,Chennai,2023-02-25,Clothing,6.0,64.43
ORD-66967,CUST-357,Mumbai,2023-04-19,Electronics,3.0,312.36
ORD-73560,CUST-212,Pune,2023-04-23,Home & Kitchen,9.0,461.76
ORD-82630,CUST-281,Bangalore,2023-12-25,Sports,1.0,461.85
ORD-8031,CUST-607,Chennai,2023-12-21,Clothing,3.0,23.19
ORD-63856,CUST-589,Pune,2023-07-18,Sports,5.0,486.14
ORD-62488,CUST-253,Bangalore,2023-07-19,Sports,-1.0,285.51
ORD-43900,CUST-213,Delhi,2023-11-13,Books,6.0,416.49
ORD-64037,CUST-393,Mumbai,2023-09-11,Electronics,7.0,422.95
ORD-66263,CUST-996,Pune,2023-01-22,Clothing,3.0,257.87
ORD-44522,CUST-619,Bangalore,2023-02-04,Home & Kitchen,9.0,179.35
ORD-56474,CUST-443,Delhi,2023-08-08,Clothing,-1.0,322.32
ORD-41684,CUST-587,Delhi,2024-01-01,Home & Kitchen,0.0,303.77
ORD-26007,CUST-620,Mumbai,2023-06-30,Electronics,3.0,174.35
ORD-33924,CUST-905,Bangalore,2023-02-23,Sports,5.0,430.75
ORD-95338,CUST-893,Mumbai,2023-11-20,Clothing,8.0,339.49
ORD-76446,CUST-895,Pune,2023-03-02,Home & Kitchen,4.0,382.88
ORD-22731,CUST-301,Chennai,2023-03-29,Home & Kitchen,6.0,28.37
ORD-91530,CUST-135,Mumbai,2023-10-24,Home & Kitchen,0.0,372.62
ORD-20076,CUST-744,Chennai,Data Not Found,Home & Kitchen,-1.0,290.06
ORD-14240,CUST-349,Bangalore,2023-08-27,Electronics,3.0,170.6
ORD-19470,CUST-903,Mumbai,2023-02-16,Sports,5.0,436.84
ORD-93150,CUST-871,Pune,2023-12-22,Books,4.0,59.24
ORD-33328,CUST-617,Pune,2023-05-11,Clothing,9.0,439.28
ORD-79145,CUST-486,Bangalore,2023-12-20,Books,6.0,480.17
ORD-57521,CUST-487,Chennai,2023-07-25,Sports,1.0,16.23
ORD-57303,CUST-182,Bangalore,09/07/2023,Books,0.0,246.03
ORD-75930,CUST-163,Mumbai,2023-07-14,Electronics,8.0,103.31
ORD-90824,CUST-426,Bangalore,11/23/2023,Sports,9.0,185.52
ORD-63862,CUST-683,Pune,2023-12-01,Sports,-1.0,496.41
ORD-74909,CUST-897,Mumbai,2023-06-17,Home & Kitchen,5.0,72.51
ORD-70965,CUST-868,Chennai,2023-01-19,Sports,10.0,11.83
ORD-38370,CUST-292,Delhi,2023-06-19,Sports,8.0,58.63
ORD-22418,CUST-492,Delhi,2023-05-20,Books,5.0,195.07
ORD-3662,CUST-943,Delhi,2023-03-31,Clothing,5.0,60.82
ORD-7004,CUST-128,Bangalore,2023-02-03,Clothing,7.0,67.0
ORD-52366,CUST-147,Chennai,12/14/2023,Home & Kitchen,9.0,260.79
ORD-54684,CUST-415,Bangalore,2023-09-19,Clothing,2.0,254.4
ORD-5533,CUST-204,Pune,09/20/2023,Clothing,3.0,494.35
ORD-35170,CUST-891,Pune,2023-10-07,Home & Kitchen,8.0,378.55
ORD-45350,CUST-776,Bangalore,2023-07-23,Clothing,7.0,335.5
ORD-2782,CUST-855,Mumbai,2023-10-25,Clothing,4.0,370.92
ORD-86642,CUST-666,Chennai,2023-06-04,Electronics,8.0,330.4
ORD-63570,CUST-323,Bangalore,2023-01-16,Home & Kitchen,4.0,355.93
ORD-34707,CUST-574,Chennai,2023-03-27,Sports,9.0,75.48
ORD-22902,CUST-154,Mumbai,2023-03-19,Electronics,0.0,421.48
ORD-78523,CUST-693,Bangalore,2023-06-30,Books,-1.0,449.12
ORD-71012,CUST-459,Chennai,2023-11-15,Home & Kitchen,-1.0,252.04
ORD-64759,CUST-786,Chennai,2023-04-03,Electronics,7.0,229.2
ORD-76579,CUST-991,Mumbai,2023-10-25,Electronics,9.0,241.5
ORD-30424,CUST-873,Bangalore,2023-07-21,Clothing,4.0,46.37
ORD-25585,CUST-513,Pune,2023-01-02,Sports,9.0,376.75
ORD-14617,CUST-374,Delhi,2023-10-08,Sports,9.0,124.41
ORD-89430,CUST-916,Chennai,2023-05-17,Books,1.0,396.91
ORD-98690,CUST-310,Bangalore,2023-06-20,Electronics,10.0,123.86
ORD-39557,CUST-508,Mumbai,2023-05-17,Home & Kitchen,4.0,10.23
ORD-47785,CUST-785,Chennai,2023-02-01,Sports,10.0,292.97
ORD-81789,CUST-106,Delhi,2023-08-10,Home & Kitchen,1.0,157.91
ORD-73668,CUST-889,Delhi,2023-01-24,Home & Kitchen,9.0,411.27
ORD-83745,CUST-551,Delhi,Data Not Found,Home & Kitchen,8.0,146.29
ORD-83729,CUST-193,Mumbai,2023-03-05,Books,2.0,
ORD-11100,CUST-869,Mumbai,2023-07-19,Clothing,10.0,86.33
ORD-23665,CUST-366,Mumbai,2023-06-01,Electronics,2.0,410.53
ORD-79413,CUST-884,Pune,2023-09-08,Books,-2.0,465.24
ORD-17371,CUST-217,Pune,2023-12-20,Books,3.0,52.49
ORD-97929,CUST-856,Mumbai,03/08/2023,Sports,0.0,363.91
ORD-50687,CUST-569,Delhi,2023-02-01,Books,7.0,
ORD-24577,CUST-830,Delhi,Data Not Found,Home & Kitchen,0.0,316.15
ORD-83158,CUST-628,Bangalore,2023-12-02,Home & Kitchen,9.0,346.14
ORD-41766,CUST-413,Pune,2023-08-18,Clothing,8.0,134.64
ORD-20120,CUST-355,Bangalore,2023-08-20,Books,2.0,423.87
ORD-95328,CUST-609,Bangalore,2023-03-11,Sports,5.0,210.86
ORD-96024,CUST-788,Chennai,2023-03-02,Clothing,0.0,177.82
ORD-46665,CUST-630,Bangalore,2023-03-06,Sports,9.0,122.57
ORD-22782,CUST-876,Mumbai,2023-06-17,Home & Kitchen,2.0,453.33
ORD-61084,CUST-800,Mumbai,2023-11-29,Books,8.0,388.02
ORD-26257,CUST-889,Bangalore,2023-12-14,Clothing,8.0,250.26
ORD-37239,CUST-356,Bangalore,Data Not Found,Clothing,5.0,346.34
ORD-73444,CUST-946,Bangalore,09/20/2023,Books,4.0,289.32
ORD-85272,CUST-668,Pune,2023-10-16,Clothing,-2.0,32.64
ORD-36900,CUST-294,Pune,2023-04-18,Sports,1.0,258.55
ORD-37997,CUST-660,Chennai,2023-01-17,Home & Kitchen,3.0,
ORD-53639,CUST-256,Bangalore,2023-08-04,Home & Kitchen,0.0,163.82
ORD-80779,CUST-741,Delhi,2023-12-07,Books,4.0,421.05
ORD-72295,CUST-861,Pune,2023-01-12,Electronics,4.0,223.57
ORD-24230,CUST-400,Bangalore,2023-06-23,Electronics,-2.0,351.98
ORD-78077,CUST-313,Delhi,Data Not Found,Clothing,6.0,416.62
ORD-89764,CUST-621,Delhi,2023-03-29,Home & Kitchen,7.0,347.12
ORD-14979,CUST-812,Chennai,2023-09-26,Electronics,6.0,74.83
ORD-34239,CUST-816,Pune,2023-08-10,Electronics,,16.54
ORD-89482,CUST-567,Pune,2023-05-17,Home & Kitchen,10.0,
ORD-14066,CUST-843,Chennai,2023-07-05,Sports,-1.0,421.2
ORD-21372,CUST-262,Bangalore,05/23/2023,Home & Kitchen,10.0,379.78
ORD-3390,CUST-568,Delhi,2023-12-01,Home & Kitchen,1.0,294.32
ORD-5368,CUST-405,Pune,2023-12-04,Electronics,9.0,134.95
ORD-4455,CUST-797,Bangalore,2023-11-01,Books,-1.0,159.96
ORD-17831,CUST-337,Chennai,2023-03-01,Home & Kitchen,-1.0,67.15
ORD-64713,CUST-169,Delhi,2023-04-18,Sports,2.0,229.58
ORD-67021,CUST-909,Chennai,09/20/2023,Home & Kitchen,4.0,363.63
ORD-3212,CUST-697,Delhi,11/11/2023,Home & Kitchen,10.0,24.71
ORD-34725,CUST-830,Bangalore,2023-10-09,Books,0.0,36.33
ORD-69398,CUST-447,Delhi,2023-05-06,Sports,7.0,320.42
ORD-79045,CUST-987,Mumbai,2023-10-11,Home & Kitchen,4.0,477.06
ORD-67940,CUST-565,Delhi,2023-01-13,Clothing,-2.0,437.33
ORD-33234,CUST-467,Mumbai,2023-03-22,Home & Kitchen,5.0,44.27
ORD-45922,CUST-527,Delhi,2023-08-06,Books,-2.0,227.1
ORD-15502,CUST-132,Pune,2023-04-19,Sports,4.0,273.76
ORD-28481,CUST-597,Delhi,2023-10-24,Sports,9.0,198.35
ORD-49864,CUST-141,Chennai,2023-12-10,Books,-1.0,236.23
ORD-2134,CUST-249,Mumbai,Data Not Found,Sports,8.0,324.34
ORD-67965,CUST-429,Pune,2023-08-13,Sports,6.0,115.5
ORD-13237,CUST-708,Mumbai,2023-11-30,Home & Kitchen,7.0,298.14
ORD-50964,CUST-139,Mumbai,2023-04-05,Sports,4.0,101.98
ORD-11197,CUST-723,Chennai,2023-08-29,Electronics,3.0,310.91
ORD-48215,CUST-621,Bangalore,2023-08-31,Home & Kitchen,-2.0,348.35
ORD-68660,CUST-945,Delhi,2023-10-11,Books,-2.0,207.59
ORD-90794,CUST-202,Bangalore,2023-02-11,Home & Kitchen,0.0,300.18
ORD-35791,CUST-153,Chennai,Data Not Found,Sports,0.0,10.7
ORD-86202,CUST-605,Delhi,Data Not Found,Clothing,3.0,462.98
ORD-86451,CUST-912,Pune,Data Not Found,Electronics,,295.14
ORD-80618,CUST-884,Bangalore,2023-11-23,Clothing,-1.0,420.95
ORD-78666,CUST-510,Pune,2023-12-16,Sports,,338.39
ORD-1048,CUST-733,Pune,02/19/2023,Books,4.0,243.24
ORD-48298,CUST-944,Mumbai,02/11/2023,Books,-2.0,180.58
ORD-62150,CUST-560,Mumbai,2023-06-17,Books,-1.0,60.08
ORD-64807,CUST-419,Chennai,2023-05-31,Clothing,10.0,235.67
ORD-7133,CUST-785,Mumbai,2023-06-17,Clothing,0.0,167.1
ORD-97853,CUST-780,Delhi,2023-04-29,Books,9.0,57.49
ORD-41885,CUST-863,Bangalore,2023-02-25,Sports,4.0,458.28
ORD-77272,CUST-575,Chennai,2023-07-11,Sports,-2.0,428.27
ORD-22752,CUST-318,Chennai,2023-08-14,Clothing,3.0,195.77
ORD-75928,CUST-766,Delhi,2023-07-15,Electronics,-2.0,479.13
ORD-64225,CUST-762,Pune,Data Not Found,Books,4.0,99.04
ORD-53021,CUST-131,Pune,2023-05-08,Clothing,5.0,283.02
ORD-79255,CUST-134,Bangalore,2023-06-02,Books,5.0,62.35
ORD-68081,CUST-693,Bangalore,2023-10-14,Home & Kitchen,3.0,314.57
ORD-63291,CUST-687,Delhi,2023-01-23,Sports,-2.0,397.76
ORD-88419,CUST-350,Chennai,2023-10-31,Clothing,3.0,320.78
ORD-60474,CUST-403,Bangalore,2023-06-14,Sports,-2.0,294.79
ORD-90053,CUST-713,Pune,2023-08-16,Sports,-1.0,50.86
ORD-34275,CUST-714,Mumbai,2023-01-28,Books,4.0,225.15
ORD-69201,CUST-835,Mumbai,2023-04-12,Clothing,9.0,366.58
ORD-49321,CUST-973,Pune,2023-01-31,Home & Kitchen,8.0,97.97
ORD-70406,CUST-863,Bangalore,2023-06-24,Electronics,2.0,38.35
ORD-79177,CUST-404,Bangalore,2023-10-26,Electronics,0.0,438.39
ORD-77417,CUST-941,Pune,2023-01-07,Home & Kitchen,0.0,236.3
ORD-59156,CUST-876,Bangalore,2023-07-08,Electronics,5.0,253.51
ORD-92645,CUST-567,Mumbai,2023-03-03,Books,9.0,106.41
ORD-60207,CUST-342,Delhi,2023-05-27,Electronics,3.0,460.55
ORD-84347,CUST-420,Bangalore,2023-06-01,Sports,0.0,99.94
ORD-41430,CUST-363,Bangalore,2023-08-30,Sports,2.0,175.85
ORD-62273,CUST-702,Chennai,Data Not Found,Books,2.0,271.04
ORD-62866,CUST-543,Chennai,2023-01-04,Electronics,2.0,407.96
ORD-69194,CUST-111,Bangalore,2023-07-25,Books,0.0,293.0
ORD-30859,CUST-427,Delhi,11/24/2023,Home & Kitchen,8.0,146.44
ORD-19743,CUST-936,Pune,2023-11-13,Books,-1.0,147.38
ORD-82649,CUST-963,Delhi,2023-01-08,Sports,3.0,275.0
ORD-44765,CUST-284,Delhi,Data Not Found,Books,-1.0,102.25
ORD-55040,CUST-657,Bangalore,2023-03-21,Clothing,9.0,300.36
ORD-17126,CUST-465,Mumbai,2023-03-23,Home & Kitchen,9.0,160.82
ORD-13717,CUST-525,Mumbai,2023-09-19,Sports,0.0,31.56
ORD-21027,CUST-289,Bangalore,Data Not Found,Books,8.0,317.33
ORD-60901,CUST-801,Mumbai,2023-12-27,Home & Kitchen,2.0,137.08
ORD-26665,CUST-635,Mumbai,2023-10-29,Home & Kitchen,5.0,314.1
ORD-74058,CUST-381,Bangalore,2023-05-20,Sports,0.0,397.08
ORD-5688,CUST-727,Pune,2023-08-20,Clothing,8.0,239.07
ORD-97844,CUST-244,Pune,2023-06-13,Clothing,2.0,45.17
